id_registro,texto_principal,label,label_detalhe,pipeline_origem,portal_origem,origem_texto,origem_qualidade,tamanho_chars,data_publicacao,url_origem
RSS_00006,Papa Leão 14 é filmado fazendo a trend do “Six Seven” — Pontífice repetiu o gesto ao lado de padre italiano e grupo de crianças; publicação usa funk brasileiro de fundo,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,168,2026-05-16,https://www.poder360.com.br/poder-internacional/papa-leao-14-e-filmado-fazendo-a-trend-do-six-seven/
GFC_NEG_00011,Comprovante de vacinação contra a covid-19 está sendo exigido para regularizar título de eleitor em São Pedro da Aldeia (RJ),0,FORA_DE_CONTEXTO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,124,2022-05-03,https://noticias.uol.com.br/confere/ultimas-noticias/2022/05/03/rj-deixou-de-exigir-vacina-para-regularizar-titulo-de-eleitor-presencial.htm
GFC_NEG_00012,"Faustão furou a fila e recebeu um coração do SUS💲💲. Detalhe: o coração estava c miocardite. Agora pasmem, quer um novo coração só q dessa vez o ""doador"" não pode ter tomado as 💉💉. ‼️‼️‼️‼️⁉️⁉️⁉️⁉️‼️‼️‼️‼️ Tire suas conclusões. O povo perece por falta de conhecimento",0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,266,2023-09-26,https://www.boatos.org/entretenimento/faustao-recebeu-coracao-com-miocardite-vai-ter-que-fazer-novo-transplante-coracao-nao-vacinado.html
GFC_NEG_00013,Adolescente de 13 anos morreu em Santa Catarina por causa da vacina da Pfizer contra a covid-19,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,95,2022-01-12,https://noticias.uol.com.br/confere/ultimas-noticias/2022/01/12/vacina-e-morte-de-garota-de-13-anos-em-sc.htm
GFC_NEG_00014,Moraes disse que minuta golpista nunca existiu,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,46,2025-09-12,https://www.aosfatos.org/noticias/moraes-nao-disse-que-minuta-do-golpe-nunca-existiu/
RSS_00007,"Eduardo tinha poder sobre dinheiro do filme de Bolsonaro, revela contrato — Fundo controlado por advogado do ""03"" recebeu pelo menos parte do dinheiro de Daniel Vorcaro investido no longa sobre a vida do ex-presidente",1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,217,2026-05-15,https://www.correiobraziliense.com.br/politica/2026/05/7420889-eduardo-tinha-poder-sobre-dinheiro-do-filme-de-bolsonaro-revela-contrato.html
RSS_00008,"Elo de Flávio Bolsonaro com Vorcaro é caso de polícia, diz Lula — O presidente Lula (PT) afirmou nesta quinta-feira (14) que o elo entre o senador Flávio Bolsonaro ( PL -RJ) e o banqueiro Daniel Vorcaro , do Banco Master , é ""caso de polícia"". Leia mais (05/14/2026 - 17h12)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,274,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/elo-de-flavio-bolsonaro-com-vorcaro-e-caso-de-policia-diz-lula.shtml
RSS_00009,Fundo ligado a aliado de Eduardo compra casa no Texas — PF investiga desvio de recursos; fundo gerenciou verba de filme sobre Bolsonaro,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,ROTULO_ASSUMIDO,135,2026-05-17,https://www.poder360.com.br/poder-justica/fundo-ligado-a-aliado-de-eduardo-compra-casa-no-texas/
RSS_00010,"Lula reage na busca por reeleição com pacote de benesses e vê caso Master acuar adversários — O presidente Lula (PT) reagiu em sua pré-campanha à reeleição depois de passar meses com um discurso ameno diante de adversários e desofrer uma derrota histórica com a rejeição, pelo Senado , da nomeação de Jorge Messias para uma vaga no STF (Supremo Tribunal Federal). Leia mais (05/16/2026 - 23h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,394,2026-05-16,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/lula-reage-na-busca-por-reeleicao-com-pacote-de-benesses-e-ve-caso-master-acuar-adversarios.shtml
GFC_NEG_00015,Alexandre de Moraes admitiu que 'houve fraude' nas eleições de 2022,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,67,,https://www.estadao.com.br/estadao-verifica/alexandre-de-moraes-nao-admitiu-fraude-nas-eleicoes-2022-video-viral-e-sobre-cota-de-genero/
RSS_00011,"Flávio confirma ter pedido dinheiro a Vorcaro para filme de Bolsonaro, mas nega ter recebido vantagens — O senador e pré-candidato à Presidência Flávio Bolsonaro ( PL -RJ) confirmou nesta quarta-feira (13) que pediu dinheiro a Daniel Vorcaro , dono do Banco Master , para financiar o filme ""Dark Horse"" , sobre o ex-presidente Jair Bolsonaro (PL), mas negou ter recebido vantagens do ex-banqueiro. Leia mais (05/13/2026 - 17h55)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,428,2026-05-13,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/flavio-confirma-ter-pedido-dinheiro-a-vorcaro-para-filme-de-bolsonaro-mas-nega-ter-recebido-vantagens.shtml
RSS_00012,"Em sinalização ao multilateralismo, ministro da Fazenda é convidado e fará discurso em reunião do G7",1,NOTICIA_REAL,noticias_reais,UOL_NOTICIAS,titulo,ROTULO_ASSUMIDO,100,,https://www1.folha.uol.com.br/colunas/painel/2026/05/em-sinalizacao-ao-multilateralismo-ministro-da-fazenda-e-convidado-e-fara-discurso-em-reuniao-do-g7.shtml
GFC_VER_00001,O Brasil tem 3% da população do mundo. Aqui morreram 11% da população do mundo.,1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,79,2022-08-15,https://www.aosfatos.org/noticias/checamos-ciro-gomes-roda-viva/
GFC_NEG_00016,Vídeo mostra momento em que Bolsonaro deixa um hospital após exames de rotina e descobre estar curado do câncer,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,111,2025-12-16,https://www.aosfatos.org/noticias/video-bolsonaro-hospital-abril-nao-atual/
GFC_NEG_00017,Advertência em Paris sobre AVC em crianças em era pós vacinas covid,0,FORA_DE_CONTEXTO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,67,2021-12-16,https://checamos.afp.com/doc.afp.com.9UR84V
RSS_00013,"Datafolha: 39% avaliam governo Lula como ruim ou péssimo; 30% como ótimo ou bom — Avaliação do presidente permaneceu estável dentro da margem de erro, que é de dois pontos percentuais para mais ou menos. Pesquisa aponta que 29% classificam a gestão como regular.",1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,262,2026-05-17,https://g1.globo.com/politica/noticia/2026/05/16/datafolha-39percent-avaliam-governo-lula-como-ruim-ou-pessimo-30percent-como-otimo-ou-bom.ghtml
GFC_NEG_00018,Retrospectiva dos escândalos petistas,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,37,,https://www.estadao.com.br/estadao-verifica/video-engana-ao-listar-crimes-de-corrupcao-atribuidos-aos-governos-petistas/
GFC_NEG_00019,"Inflação é culpa do ""fique em casa"" e Amazônia úmida não pega fogo",0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,66,2021-11-26,https://noticias.uol.com.br/confere/ultimas-noticias/2021/11/26/bolsonaro-mentira-amazonia-nao-pega-fogo-inflacao-redetv.htm
GFC_VER_00002,"“Por exemplo, nós chegamos agora no menor índice de desemprego desde 2015.”",1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,75,2024-09-10,https://www.aosfatos.org/noticias/checamos-roda-viva-ricardo-nunes/
GFC_NEG_00020,"Publicação de um vídeo do senador Randolfe Rodrigues fazendo críticas aos ministros do Supremo Tribunal Federal (STF) Dias Toffoli e Alexandre de Moraes. As declarações são parte de uma entrevista ao vivo concedida pelo parlamentar ao programa “Os Pingos nos Is”, da Jovem Pan News. O post carrega a seguinte legenda: “Randolfe atacando o ‘estado democrático de direito’ e as instituições! Caiu isso aqui!”.",0,FORA_DE_CONTEXTO,google_factcheck,FOLHA_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,407,2023-07-28,https://www1.folha.uol.com.br/poder/2023/07/video-de-randolfe-rodrigues-pedindo-impeachment-de-ministros-do-stf-e-de-2019.shtml
GFC_NEG_00021,Grampo com Alexandre de Moraes mostra como Lula venceu as eleições,0,ENGANOSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,66,,https://www.estadao.com.br/estadao-verifica/lula-desembargador-liberdade-eleicao/
RSS_00014,"Caso Master: delação de ex-chefe do BRB deve sair até fim do mês — Na próxima semana, Paulo Henrique Costa assina termo de confidencialidade. Em seguida, apresenta pedido de homologação da colaboração premiada",1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,209,2026-05-16,https://www.correiobraziliense.com.br/politica/2026/05/7420986-caso-master-delacao-de-ex-chefe-do-brb-deve-sair-ate-fim-do-mes.html
RSS_00015,"Caso Marielle: Moraes vota para tornar policiais réus em mais um processo — Primeira Turma do STF analisa o caso em plenário virtual, com sessão prevista até sexta-feira, 22",1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,173,2026-05-15,https://veja.abril.com.br/politica/caso-marielle-moraes-vota-para-tornar-policiais-reus-em-mais-um-processo/
GFC_NEG_00022,Urnas em Serafina Corrêa tinham 81% dos votos previamente computados para Lula,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,78,2022-10-01,https://checamos.afp.com/doc.afp.com.32KJ2NE
RSS_00016,"Foragido de operação sobre o Master chega a SP após ser preso em Dubai — Victor Lima Sedlmaier é suspeito de ser um dos integrantes do grupo 'Os Meninos', que era 'especializado em ataques cibernéticos, invasões telemáticas, derrubada de perfis e monitoramento digital ilegal'",1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,276,2026-05-16,https://g1.globo.com/sp/sao-paulo/noticia/2026/05/16/foragido-de-operacao-sobre-o-master-chega-a-sp-apos-ser-preso-em-dubai.ghtml
GFC_NEG_00023,Presidente Lula assumiu em 2023 e arquivou o projeto de lei que defende 30h para enfermagem.,0,FORA_DE_CONTEXTO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,92,,https://www.estadao.com.br/estadao-verifica/lula-30-horas-enfermeiros-arquivada-31-janeiro-2023/
RSS_00017,"Aliados de Flávio admitem prejuízo em diálogo com Vorcaro e veem reforço a slogan 'BolsoMaster' — Aliados do senador Flavio Bolsonaro ( PL ) avaliaram como ""muito ruim"" a revelação de conversas em que ele pede dinheiro ao banqueiro Daniel Vorcaro para financiar um filme biográfico sobre o ex-presidente Jair Bolsonaro (PL). Os diálogos foram divulgados pelo site The Intercept. Leia mais (05/13/2026 - 17h12)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,409,2026-05-13,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/painel/2026/05/aliados-de-flavio-admitem-prejuizo-em-dialogo-com-vorcaro-e-veem-reforco-a-slogan-bolsomaster.shtml
GFC_NEG_00024,Juíza corajosa desafia Moraes e manda libertar Jair Bolsonaro,0,FALSO,google_factcheck,DESCONHECIDA,AFIRMACAO_CHECADA,ROTULO_FORTE,61,,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/27/falso-juiza-mandou-libertar-jair-bolsonaro.ghtm
RSS_00018,"Flávio Bolsonaro, irmão de Vorcaro — Em 16 de novembro de 2025, Flávio Bolsonaro enviou uma mensagem a Daniel Vorcaro , dono do Banco Master . Dizia: ""Irmão, eu estarei contigo sempre, não tem meia conversa entre a gente, só preciso que me dê uma luz"". A luz, no caso, eram R$ 134 milhões que Vorcaro daria para a realização de ""Dark Horse"" , a cinebiografia de Jair Bolsonaro . Leia mais (05/16/2026 - 15h52)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,409,2026-05-16,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/celso-rocha-de-barros/2026/05/flavio-bolsonaro-irmao-de-vorcaro.shtml
RSS_00019,"Flávio, Eduardo, Frias e Vorcaro: as dúvidas sobre filme de Bolsonaro — Linha do tempo reúne negativa inicial do senador, admissão posterior, versões de Mário Frias, fundo nos EUA e dúvidas sobre a origem dos recursos.",1,NOTICIA_REAL,noticias_reais,CONGRESSO_EM_FOCO,titulo_resumo,ROTULO_ASSUMIDO,218,2026-05-15,https://www.congressoemfoco.com.br/noticia/118916/flavio-eduardo-frias-e-vorcaro-as-duvidas-sobre-filme-de-bolsonaro
RSS_00020,"Jornalista Catarina Alencastro lança livro infanto-juvenil inspirado nas queimadas no Pantanal — A jornalista Catarina Alencastro lança neste sábado (16) em São Paulo seu primeiro livro infanto-juvenil, inspirado nas queimadas históricas que atingiram o Pantanal no ano de 2020. Leia mais (05/15/2026 - 10h13)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,309,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/painel/2026/05/jornalista-catarina-alencastro-lanca-livro-infanto-juvenil-inspirado-nas-queimadas-no-pantanal.shtml
RSS_00021,"Aliado da família Bolsonaro, Tarcísio falta a evento com Flávio por causa de gripe — Informação foi dada pela assessoria do governador de São Paulo",1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,ROTULO_ASSUMIDO,147,2026-05-16,https://www.correiobraziliense.com.br/politica/2026/05/7421255-aliado-da-familia-bolsonaro-tarcisio-falta-a-evento-com-flavio-por-causa-de-gripe.html
RSS_00022,"Campanha de Flávio usa precedente de ex-assessor de Moraes para pedir apuração de vazamento de diálogo — A pré-campanha de Flávio Bolsonaro (PL) quer usar o caso de um ex-assessor do ministro Alexandre de Moraes ( STF ), acusado de vazamento de informações, como precedente para pedir apuração e punição aos responsáveis pela divulgação das mensagens entre o senador e o banqueiro Daniel Vorcaro. Leia mais (05/16/2026 - 15h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,427,2026-05-16,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/painel/2026/05/campanha-de-flavio-usa-precedente-de-ex-assessor-de-moraes-para-pedir-apuracao-de-vazamento-de-dialogo.shtml
GFC_NEG_00025,Lula manda resposta afiada para Estados Unidos,0,FORA_DE_CONTEXTO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,46,2025-01-29,https://checamos.afp.com/doc.afp.com.36WK8YJ
GFC_NEG_00026,Marina Silva usou bolsa de R$ 52 mil da grife Hermès em vista ao RS,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,67,2023-09-19,https://www.aosfatos.org/noticias/bolsa-marina-silva-visita-rio-grande-do-sul/
GFC_NEG_00027,"""Mau... O governo austríaco que se decida... VÍDEO | Viena (Áustria), também há vacinação em bordéis, se for inoculado ganha um prémio: 30 minutos de sexo grátis com uma prostituta. Mas ao mesmo tempo fez um confinamento para os não injectados.""",0,FALSO,google_factcheck,OBSERVADOR,AFIRMACAO_CHECADA,ROTULO_FORTE,245,2021-11-30,https://observador.pt/factchecks/fact-check-governo-austriaco-promoveu-vacinacao-em-bordeis-com-direito-a-30-minutos-de-sexo-gratis/
RSS_00023,A aposta de Temer sobre reconciliação entre ministros do STF e cúpula do Congresso — Ex-presidente avalia que crise será superada quando a Corte validar a modulação de penas de condenados no 8 de janeiro,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,203,2026-05-16,https://veja.abril.com.br/politica/a-aposta-de-temer-sobre-reconciliacao-entre-ministros-do-stf-e-cupula-do-congresso/
GFC_NEG_00028,PT ofereceu R$ 50 bilhões para o TSE tornar integrantes do PL inelegíveis,0,ENGANOSO,google_factcheck,PROJETO_COMPROVA,AFIRMACAO_CHECADA,ROTULO_FORTE,73,2023-08-25,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/video-engana-ao-informar-que-pt-ofereceu-r-50-bilhoes-para-tse-tornar-inelegiveis-integrantes-do-pl/
GFC_NEG_00029,Lula diz que o povo brasileiro daria a vida por ele em caso de guerra com os EUA,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,80,,https://www.estadao.com.br/estadao-verifica/lula-povo-brasileiro-daria-a-vida-por-ele-trump-falso/
GFC_NEG_00030,Suzane Von Richthofen será candidata a vereadora pelo PT,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,56,2021-10-15,https://www.aosfatos.org/noticias/e-falso-que-suzane-von-richthofen-sera-candidata-a-vereadora-pelo-pt/
GFC_NEG_00031,Flávio Bolsonaro disse que irá privatizar o SUS no dia em que tomar posse como presidente da República,0,FALSO,google_factcheck,DESCONHECIDA,AFIRMACAO_CHECADA,ROTULO_FORTE,102,,https://www.estadao.com.br/estadao-verifica/flavio-bolsonaro-privatizar-sus-falso/
GFC_NEG_00032,Ivete Sangalo enalteceu Lula durante entrevista,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,47,2025-08-14,https://www.aosfatos.org/noticias/video-em-que-ivete-sangalo-defende-lula-sobre-tarifaco-foi-manipulado-por-ia/
RSS_00024,"Governo mantém sob sigilo proposta para reverter tarifaço de Trump — Gestão Lula segue atuando no modo analógico, enquanto Donald Trump está na era digital",1,NOTICIA_REAL,noticias_reais,METROPOLES,titulo_resumo,ROTULO_ASSUMIDO,155,2025-07-16,https://www.metropoles.com/colunas/andreza-matais/governo-mantem-sob-sigilo-proposta-para-reverter-tarifaco-de-trump
RSS_00025,Saiba como pedir o reembolso de produtos Ypê suspensos pela Anvisa — Clientes devem preencher um formulário no site da empresa,1,NOTICIA_REAL,noticias_reais,CARTACAPITAL,titulo_resumo,ROTULO_ASSUMIDO,126,2026-05-16,https://www.cartacapital.com.br/saude/saiba-como-pedir-o-reembolso-de-produtos-ype-suspensos-pela-anvisa/
GFC_NEG_00033,Jair Bolsonaro saiu da prisão para fazer exames de rotina e descobriu que está curado do câncer,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,95,2025-12-17,https://checamos.afp.com/doc.afp.com.88FV9G4
GFC_NEG_00034,O PT fez a ferrovia que sai do Maranhão até São Paulo.,0,ENGANOSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,54,2022-09-23,https://www.aosfatos.org/noticias/checamos-lula-bolsonaro-ciro-tebet-programa-ratinho/
GFC_NEG_00035,Novas regras do Pix: Lula vai cobrar tarifa para transferência,0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,62,2023-02-03,https://www.boatos.org/politica/novas-regras-pix-lula-vai-cobrar-tarifa-para-transferencia.html
GFC_NEG_00036,Lula defende sacrificar pobres para conter crise causada pelo PT,0,ENGANOSO,google_factcheck,DESCONHECIDA,AFIRMACAO_CHECADA,ROTULO_FORTE,64,2025-12-11,https://checamos.afp.com/doc.afp.com.87TK7ZR
RSS_00026,"Flávio, que agora admite pedido de dinheiro, disse há dois meses que nunca teve contato com Vorcaro — Pré-candidato à Presidência da República, o senador Flávio Bolsonaro (PL-RJ), que agora admite ter pedido e recebido dinheiro de Daniel Vorcaro para a realização de um filme sobre seu pai, negou há dois meses ter qualquer contato com o ex-dono do Banco Master , quando a Folha revelou que seu número de telefone estava na agenda do ex-banqueiro. Leia mais (05/13/2026 - 19h30)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,ROTULO_ASSUMIDO,478,2026-05-13,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/flavio-que-agora-admite-pedido-de-dinheiro-disse-ha-dois-meses-que-nunca-teve-contato-com-vorcaro.shtml
GFC_NEG_00037,Mosquito Aedes Aegypti foi geneticamente modificada para que sua 'agulha' não consiga perfurar a pele,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,101,,https://www.estadao.com.br/estadao-verifica/aedes-aegypti-agulha-geneticamente-modificada-falso/
RSS_00027,A dobradinha da Esplanada que vem chamando atenção de Lula e ministros — Sintonia fina entre Dario Durigan e Bruno Moretti tem recebido elogios nos bastidores,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,ROTULO_ASSUMIDO,158,2026-05-16,https://veja.abril.com.br/politica/a-dobradinha-da-esplanada-que-vem-chamando-atencao-de-lula-e-ministros/
GFC_NEG_00038,Notícia indica que pessoas que receberam Auxílio Emergencial devem devolver o dinheiro em 2023,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,94,2023-01-31,https://checamos.afp.com/doc.afp.com.338966M
GFC_NEG_00039,Governo Lula pagará o décimo terceiro do Bolsa Família em 2023,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,62,2023-11-28,https://www.aosfatos.org/noticias/falso-decimo-terceiro-bolsa-familia-2023/
