id_registro,texto_principal,label,label_detalhe,pipeline_origem,portal_origem,origem_texto,origem_qualidade,tamanho_chars,data_publicacao,url_origem
GFC_NEG_00025,Lula ladrão seu lugar é na prisão em plena propaganda eleitoral na Marquês de Sapucaí,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,85,,https://noticias.uol.com.br/confere/ultimas-noticias/2026/02/19/falso-video-lula-vaiado-sapucai.htm
GFC_NEG_00026,Vídeo mostra Lula recebendo refugiados muçulmanos no Brasil; cada um deles ganhará R$ 7.000 mensais por seis meses,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,114,2026-04-01,https://www.aosfatos.org/noticias/falso-governo-lula-pagara-auxilios-7000-refugiados-muculmanos/
GFC_NEG_00027,CNN noticiou que ex-assessor de Moraes entregou ao TSE imagens inéditas do 8 de Janeiro,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,87,2025-09-17,https://www.aosfatos.org/noticias/cnn-nao-noticiou-que-imagens-ineditas-do-8-de-janeiro-estao-em-posse-de-tagliaferro/
GFC_NEG_00028,A folha de mamão minimiza os sintomas da dengue,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,47,2024-02-29,https://checamos.afp.com/doc.afp.com.34KD7MK
GFC_NEG_00029,Hidroxicloroquina é eficiente no combate à covid-19,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,51,2021-05-26,https://noticias.uol.com.br/comprova/ultimas-noticias/2021/05/26/medico-engana-ao-afirmar-que-hidroxicloroquina-e-eficaz-contra-covid.htm
GFC_NEG_00030,Vaza áudio de Aldo Rebelo fazendo críticas ao PT e a Temer e defendendo Bolsonaro na questão dos preços dos combustíveis,0,FALSO,google_factcheck,PROJETO_COMPROVA,AFIRMACAO_CHECADA,ROTULO_FORTE,120,2022-06-09,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/nao-e-de-aldo-rebelo-audio-que-culpa-lula-por-alta-de-combustiveis/
GFC_NEG_00031,"Uma coisa é certa: se ninguém foi preso pelo roubo do INSS e não deram 24 horas para explicar até agora, é sinal de que não tem ninguém de direita envolvido",0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,156,,https://noticias.uol.com.br/confere/ultimas-noticias/2025/06/27/houve-prisoes-por-fraude-no-inss-ao-contrario-do-que-diz-post.htm
GFC_NEG_00032,EUA vazou imagens do 8/1 que mostram armação de Lula,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,52,2025-03-18,https://www.aosfatos.org/noticias/e-falso-eua-vazou-imagens-8-de-janeiro-armacao-lula/
GFC_NEG_00033,"Em vídeo, homem anuncia greve de fome até que Maduro seja libertado pelos EUA",0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,77,2026-01-08,https://www.aosfatos.org/noticias/video-homem-anuncia-greve-fome-liberdade-maduro-gerado-ia/
GFC_NEG_00034,Juíza corajosa desafia Moraes e manda libertar Jair Bolsonaro,0,FALSO,google_factcheck,DESCONHECIDA,AFIRMACAO_CHECADA,ROTULO_FORTE,61,,https://noticias.uol.com.br/confere/ultimas-noticias/2026/04/27/falso-juiza-mandou-libertar-jair-bolsonaro.ghtm
GFC_NEG_00035,"João Pedro Stedile, bêbado, se assume como petista corrupto",0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,59,,https://www.estadao.com.br/estadao-verifica/homem-que-se-diz-petista-ladrao-em-video-nao-e-lider-do-mst-mas-sim-ex-candidato-do-prtb/
GFC_NEG_00036,Vídeo mostra Lula fugindo do Palácio após ser vaiado,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,52,,https://www.estadao.com.br/estadao-verifica/video-mostra-lula-saindo-de-palco-apos-problemas-com-microfone-e-nao-fugindo-de-vaias/
GFC_NEG_00037,"Pilili, mascote da urna eletrônica, faz o L de Lula",0,FALSO,google_factcheck,BOL_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,51,,https://www.bol.uol.com.br/noticias/2026/05/08/falso-mascote-tse-fez-o-l.ghtm
GFC_NEG_00038,O ministro do STF Alexandre de Moraes pediu o cancelamento do documento de uma estudante que criticou o presidente Lula,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,119,2024-07-09,https://www.aosfatos.org/noticias/moraes-documento-estudante-unifesp-lula/
GFC_NEG_00039,Bolsa Família priorizaria pessoas acima dos 40 anos para conceder benefício,0,FALSO,google_factcheck,METRÓPOLES,AFIRMACAO_CHECADA,ROTULO_FORTE,75,2024-09-27,https://www.metropoles.com/projeto-comprova/fake-bolsa-familia-vai-priorizar-acima-40-anos
GFC_NEG_00040,Vídeo mostra juíza dos EUA dando recado para Moraes,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,51,2025-03-27,https://www.aosfatos.org/noticias/video-em-que-suposta-juiza-dos-eua-critica-moraes-foi-gerado-por-ia/
GFC_NEG_00041,"Desembargador mandou soltar na quarta (11), bolsonaristas presos em Brasília (DF).",0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,82,2023-01-19,https://www.aosfatos.org/noticias/falso-desembargador-mandou-soltar-presos-8-de-janeiro/
GFC_NEG_00042,"Presidente da Petrobras anuncia a melhor notícia: preço do gás de cozinha caiu R$ 0,13",0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,86,2023-05-19,https://www.aosfatos.org/noticias/falso-governo-lula-anunciou-queda-13-centavos-botijao-gas/
GFC_NEG_00043,Geraldo Alckmin anuncia o fim do Bolsa Família,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,46,2022-11-29,https://checamos.afp.com/doc.afp.com.32W76MX
GFC_NEG_00044,NUNES derruba decisão do STF - casa caiu,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,40,,https://noticias.uol.com.br/confere/ultimas-noticias/2023/07/17/decisao-de-nunes-marques-sobre-francischini-e-antiga-e-nao-esta-em-vigor.htm
GFC_NEG_00045,Exército colocou soldados e tanques na porta do STF e exige a prisão de Alexandre de Moraes,0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,91,2022-11-21,https://www.boatos.org/politica/exercito-colocou-tanques-porta-stf-pede-prisao-alexandre-de-moraes.html
GFC_NEG_00046,Oxford aprova lockdown rodoviário para diminuir as emissões de carbono,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,70,2022-12-16,https://checamos.afp.com/doc.afp.com.33424GH
GFC_NEG_00047,Polícia encontra quarto secreto de Lula com dinheiro do INSS,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,60,,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/05/09/e-falso-que-a-pf-encontrou-dinheiro-do-inss-em-quarto-secreto-de-lula.htm
GFC_NEG_00048,"Paulo Freire NUNCA foi professor, o único diploma que Paulo Freire tinha era de bacharel em direito e sua experiência em alfabetização foi com adultos no acampamento do MST",0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,172,2021-09-20,https://www.boatos.org/brasil/paulo-freire-nunca-foi-professor-e-so-alfabetizou-adultos-do-mst-boato.html
GFC_NEG_00049,O CDC alertou que as vacinas COVID-19 causaram um aumento de pelo menos 14.000% nos casos de câncer nos EUA,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,107,2024-05-06,https://checamos.afp.com/doc.afp.com.34QU9C2
GFC_NEG_00050,Auxílio emergencial de R$ 600 trouxe endividamento mensal de R$ 50 bilhões,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,74,2022-09-13,https://www.aosfatos.org/noticias/bolsonaro-mente-podcasters-evangelicos-sobre-compra-imoveis-dinheiro-vivo/
GFC_NEG_00051,Trump criticou intimação enviada por Moraes a Bolsonaro,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,55,2025-04-25,https://www.aosfatos.org/noticias/trump-nao-criticou-moraes-por-intimar-bolsonaro-na-uti/
GFC_NEG_00052,Lula deu entrevista ao Jornal Nacional dizendo que vai roubar o Brasil até não ter mais dinheiro,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,96,,https://www.estadao.com.br/estadao-verifica/lula-entrevista-ao-jn-vou-roubar-o-brasil-falso/
GFC_NEG_00053,"""Notícia bombástica internacional confirmada agora. O presidente americano Donald Trump incluiu o nome de Luiz Inácio Lula da Silva e Alexandre de Moraes no protocolo do Veredito Final""",0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,185,,https://noticias.uol.com.br/confere/ultimas-noticias/2026/01/19/falso-trump-proibiu-lula-alexandre-moraes-sair-brasil.htm
GFC_NEG_00054,Desemprego aumentou em 12 estados no primeiro trimestre.,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,56,,https://www.estadao.com.br/estadao-verifica/aumento-desemprego-12-estados-falsa/
GFC_NEG_00055,"""Uma vítima da vacina contra a Covid-19 afetada pela Paralisia de Bell""",0,FALSO,google_factcheck,OBSERVADOR,AFIRMACAO_CHECADA,ROTULO_FORTE,71,2022-02-07,https://observador.pt/factchecks/fact-check-estudos-comprovam-associacao-entre-vacina-contra-a-covid-19-e-a-paralisia-de-bell/
GFC_NEG_00056,Alexandre de Moraes visitou Marcola em presídio em Brasília em 2023,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,67,2025-10-16,https://www.aosfatos.org/noticias/e-falso-que-moraes-visitou-marcola-em-presidio-em-2023/
GFC_NEG_00057,O Ministério da Saúde nunca indicou tratamentos para a covid-19,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,63,2021-05-25,https://www.aosfatos.org/noticias/mayra-pinheiro-usa-informacoes-falsas-para-defender-cloroquina-na-cpi/
GFC_NEG_00058,Gleisi Hoffman é hostilizada no Carnaval de Salvador em 2025,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,60,,https://www.estadao.com.br/estadao-verifica/gleisi-hoffmann-recebida-em-salvador-com-honras/
GFC_NEG_00059,Lula rebate Trump e diz que o povo brasileiro está disposto a dar a vida por ele numa eventual guerra,0,FALSO,google_factcheck,BOL_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,101,,https://www.bol.uol.com.br/noticias/2026/04/23/falso-lula-brasileiros-dariam-vida-por-ele-guerra-eua.ghtm?t=%7Bseek_to_second_number%7D
GFC_NEG_00060,Papa Leão 14 mandou recado para Bolsonaro,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,41,2026-01-07,https://www.aosfatos.org/noticias/papa-leao-14-nao-citou-bolsonaro-discurso-recente/
GFC_NEG_00061,"Como é que vão condenar uma pessoa [Bolsonaro] sem nenhuma prova? Porque eles têm uma única delação de um colaborador [Mauro Cid] que mudou a versão seis, sete vezes em três dias, sob coação",0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,190,2025-09-08,https://www.aosfatos.org/noticias/7-de-setembro-liderancas-bolsonaristas-desinformam-processo-stf-anistia-e-adelio/
GFC_NEG_00062,"Através dessa moeda digital, o governo vai saber tudo sobre a nossa vida.",0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,73,2025-09-16,https://www.aosfatos.org/noticias/drex-nao-foi-criado-por-lula-e-nao-acaba-com-poupanca-ou-dinheiro-fisico/
GFC_NEG_00063,"""Presidente da Croácia interrompeu a campanha de vacinação contra a Covid-19 no país.""",0,FALSO,google_factcheck,OBSERVADOR,AFIRMACAO_CHECADA,ROTULO_FORTE,86,2021-11-21,https://observador.pt/factchecks/fact-check-presidente-croata-interrompeu-a-campanha-de-vacinacao-contra-a-covid-19/
GFC_NEG_00064,Lula recusou compra de vacina contra a dengue em 2023,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,53,2023-12-29,https://checamos.afp.com/doc.afp.com.34982E6
GFC_NEG_00065,Nova pesquisa mostra Flávio Bolsonaro à frente de Lula em Pernambuco,0,FALSO,google_factcheck,DESCONHECIDA,AFIRMACAO_CHECADA,ROTULO_FORTE,68,2026-04-13,https://checamos.afp.com/doc.afp.com.A7MM963
GFC_NEG_00066,Trump diz que Lula tem sangue de ‘lampião a álcool’,0,FALSO,google_factcheck,DESCONHECIDA,AFIRMACAO_CHECADA,ROTULO_FORTE,51,2026-04-27,https://www.aosfatos.org/noticias/trump-lula-sangue-lampiao-alcool/
GFC_NEG_00067,Lula diz que não é fácil aturar o líder do PCC Marcola,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,54,2024-03-13,https://checamos.afp.com/doc.afp.com.34LH4EV
GFC_NEG_00068,Ministros do TSE levaram apenas um minuto e seis segundos para cassar Deltan Dallagnol,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,86,2023-05-22,https://www.aosfatos.org/noticias/falso-julgamento-tse-deltan-dallagnol-dois-minutos/
GFC_NEG_00069,Lula foi fiscalizar a armação pqp. Lula fala que no dia da invasão estava em Araraquara,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,87,2023-04-25,https://noticias.uol.com.br/confere/ultimas-noticias/2023/04/25/lula-foi-a-araraquara-em-81-e-voltou-a-brasilia-no-mesmo-dia-apos-ataques.htm
GFC_NEG_00070,Receita Federal do Brasil Comunicado importante! Identificamos divergências no seu IRPF (Imposto de Renda Pessoa Física).,0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,121,2023-05-25,https://www.boatos.org/tecnologia/receita-federal-envia-e-mail-sobre-divergencias-no-imposto-de-renda.html
GFC_NEG_00071,Vídeo mostra Bolsonaro e Michelle comemorando prisão domiciliar em 2026,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,71,2026-04-02,https://checamos.afp.com/doc.afp.com.A6LU69F
GFC_NEG_00072,No jornal italiano saiu que o filho do Alexandre de Moraes agrediu Roberto Mantovani. Eu acredito no jornal italiano e não no ditador Xandão,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,140,,https://noticias.uol.com.br/confere/ultimas-noticias/2023/07/20/jornal-italiano-nao-publicou-que-filho-de-moraes-agrediu-empresario.htm
GFC_NEG_00073,Suzane Von Richthofen será candidata a vereadora pelo PT,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,56,2021-10-15,https://www.aosfatos.org/noticias/e-falso-que-suzane-von-richthofen-sera-candidata-a-vereadora-pelo-pt/
GFC_NEG_00074,Vídeo mostra ato a favor de Bolsonaro que a imprensa não vai mostrar,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,68,,https://www.estadao.com.br/estadao-verifica/manifestacao-pro-bolsonaro-7-de-setembro-ia-falso/
GFC_NEG_00075,Brasil é o maior produtor de alimentos do mundo,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,47,2022-06-20,https://www.aosfatos.org/noticias/ciro-tebet-janones-exageram-numeros-empregos-petrobras/
GFC_NEG_00076,Governo Lula pagará o décimo terceiro do Bolsa Família em 2023,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,62,2023-11-28,https://www.aosfatos.org/noticias/falso-decimo-terceiro-bolsa-familia-2023/
GFC_NEG_00077,Randolfe mentiu sobre vacinação contra covid,0,FALSO,google_factcheck,BOL_-_UOL,AFIRMACAO_CHECADA,ROTULO_FORTE,44,2023-06-07,https://www.bol.uol.com.br/noticias/2023/06/07/fotos-de-randolfe-apos-aplicacao-de-vacinas-nao-provam-farsa-da-vacinacao.htm
GFC_NEG_00078,Cenas mostram protestos contra a prisão de Jair Bolsonaro (PL) no dia 22 de novembro de 2025,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,92,2025-11-24,https://www.aosfatos.org/noticias/e-falso-que-videos-mostram-protestos-recentes-contra-prisao-de-bolsonaro/
GFC_NEG_00079,Fonte militar de Brasília (do governo) garante que houve fraude e que haverá intervenção após 2º turno das eleições,0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,115,2022-10-09,https://www.boatos.org/politica/fonte-militar-brasilia-governo-garante-houve-fraude-e-havera-intervencao-apos-2-turno-eleicoes.html
GFC_NEG_00080,Barroso sempre foi a favor do voto impresso,0,FALSO,google_factcheck,UOL_NOTÍCIAS,AFIRMACAO_CHECADA,ROTULO_FORTE,43,2022-06-28,https://noticias.uol.com.br/confere/ultimas-noticias/2022/06/28/e-falso-que-ministro-barroso-defendeu-voto-impresso-em-2017.htm
GFC_NEG_00081,Deputada Erika Hilton faltou em 33% das sessões na Câmara,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,57,,https://www.estadao.com.br/estadao-verifica/erika-hilton-faltou-33-das-sessoes-da-camara-falso/
GFC_NEG_00082,Donald Trump afirmou que vai prender Alexandre de Moraes assim que assumir a Presidência dos EUA,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,96,2024-11-19,https://www.aosfatos.org/noticias/trump-nao-disse-que-apos-tomar-posse-prendera-alexandre-de-moraes/
GFC_NEG_00083,Moraes disse que minuta golpista nunca existiu,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,46,2025-09-12,https://www.aosfatos.org/noticias/moraes-nao-disse-que-minuta-do-golpe-nunca-existiu/
GFC_NEG_00084,Repórter mostrou o vídeo de manifestação de Nikolas para Trump,0,FALSO,google_factcheck,AFP_CHECAMOS,AFIRMACAO_CHECADA,ROTULO_FORTE,62,2026-01-28,https://checamos.afp.com/doc.afp.com.94CN2WE
GFC_NEG_00085,Vídeo mostra Lula embriagado convidando casais para esquentarem Vale do Anhangabaú,0,FALSO,google_factcheck,ESTADÃO,AFIRMACAO_CHECADA,ROTULO_FORTE,82,,https://www.estadao.com.br/estadao-verifica/lula-video-velocidade-reduzida-estado-lastimavel/
GFC_NEG_00086,Infiltrado do MST é gravado quebrando vidraças em Brasília,0,FALSO,google_factcheck,AOS_FATOS,AFIRMACAO_CHECADA,ROTULO_FORTE,58,2023-01-10,https://www.aosfatos.org/noticias/falso-integrante-mst-infiltrado-brasilia/
GFC_NEG_00087,"alho ajuda como repelente para o aedes aegypti, o mosquito da dengue",0,FALSO,google_factcheck,BOATOS.ORG,AFIRMACAO_CHECADA,ROTULO_FORTE,68,2024-03-04,https://www.boatos.org/saude/alho-previne-dengue-serve-repelente-mosquito-aedes-aegypti.html
