id_registro,texto_principal,label,label_detalhe,pipeline_origem,portal_origem,origem_texto,tamanho_chars,data_publicacao,url_origem
09140c33-a074-44f7-8cf2-fbef7510446a,"Em um frete de R$ 6 mil, 70% é custos e despesas do caminhoneiro. O lucro seria de R$ 1.800, só que toda essa movimentação foi feita bancaria, por pix, debito e credito o valor a ser pago de imposto de renda é R$1.650.",0,FALSO,google_factcheck,UOL_NOTÍCIAS,afirmacao_checada,218,,https://noticias.uol.com.br/confere/ultimas-noticias/2025/01/23/falso-tributacao-imposto-de-renda-caminhoneiros.htm
9e3c2f1f-c018-43b2-88cb-a1ca4b8730a2,"Revelação de elo entre Flávio Bolsonaro e Daniel Vorcaro causa 'desgaste muito grande', diz Kassab",1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,98,2026-05-15,https://g1.globo.com/politica/eleicoes/2026/noticia/2026/05/15/kassab-flavio-bolsonaro-daniel-vorcaro.ghtml
66dd16e2-72f1-4876-80d0-91715204eff0,A conversa entre Flávio Bolsonaro e Daniel Vorcaro - O Assunto #1719,1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,68,2026-05-14,https://g1.globo.com/podcast/o-assunto/noticia/2026/05/14/o-desafio-de-enfrentar-o-crime-organizado-no-brasil-o-assunto-1718.ghtml
8b0662fd-c6c8-4fc0-89e5-c4bab81156f5,"Fundo nos EUA do caso 'Dark Horse' é controlado por aliados de Eduardo Bolsonaro — O fundo Havengate Development Fund, usado no financiamento do filme "" Dark Horse "" (""azarão"", em inglês) e que teria recebido parte dos R$ 61 milhões pagos pelo Banco Master , é administrado por Paulo Calixto, advogado ligado ao ex-deputado Eduardo Bolsonaro . Leia mais (05/15/2026 - 23h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,374,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/fundo-nos-eua-do-caso-dark-horse-e-controlado-por-aliados-de-eduardo-bolsonaro.shtml
88535e3e-7854-401c-80d9-df47b8e3916c,Câmara aprova aumento de penas para estupro e assédio sexual,1,NOTICIA_REAL,noticias_reais,AGENCIA_BRASIL,titulo,60,2026-05-07,https://agenciabrasil.ebc.com.br/politica/noticia/2026-05/camara-aprova-aumento-de-penas-para-estupro-e-assedio-sexual
6d978b17-3f8d-48a3-ab71-2db09b8b7710,"Renda recorde e desemprego baixo: por que o brasileiro segue endividado, mesmo ganhando mais?",1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,93,2026-05-08,https://g1.globo.com/economia/noticia/2026/05/08/por-que-o-brasileiro-segue-endividado.ghtml
4619250b-70f0-43f4-b94d-83831cc2c86f,"Detentos recebem R$ 1.754,18, valor superior ao salário mínimo de R$ 1.302",0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,74,2024-01-16,https://www.aosfatos.org/noticias/falso-presos-auxilio-maior-que-salario-minimo/
0529bea2-88aa-4649-8dc3-512306ae6f39,"Myriam Bourla - esposa do CEO da Pfizer, Albert Bourla - morreu de complicações com a vacina COVID-19 na quarta-feira, de acordo com seu médico.",0,FALSO,google_factcheck,BOATOS.ORG,afirmacao_checada,144,2021-11-17,https://www.boatos.org/mundo/myriam-bourla-esposa-ceo-da-pfizer-albert-bourla-morreu-vacina-contra-covid-19.html
090166db-0157-402e-9651-cad4a31e1bf9,TSE mandou retirar todos os vídeos do 7 de Setembro da internet,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,63,2022-09-22,https://www.aosfatos.org/noticias/e-falso-que-tse-ordenou-que-todos-os-videos-dos-atos-de-7-de-setembro-sejam-excluidos-da-internet/
fe2116e7-31fd-47fd-ac4b-6b0e8c63f607,Lula mandou interromper doações para o Rio Grande do Sul,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,56,2024-05-27,https://www.aosfatos.org/noticias/falso-lula-mandou-interromper-doacoes-rs/
0a9e1b74-724f-479e-b7ec-46e0d60583fe,PF confirmou que Bolsonaro é o mais honesto de todos os presidentes,0,FALSO,google_factcheck,ESTADÃO,afirmacao_checada,67,,https://www.estadao.com.br/estadao-verifica/pf-confirma-bolsonaro-mais-humilde-todos-presidentes/
ff706059-b2b4-43b4-a00c-f314bab8b526,"Daniela Lima afirmou que no governo Lula pobre andaria de avião, mas agora Latam, Gol e Azul anunciaram aumento das passagens por causa do aumento do IOF.",0,ENGANOSO,google_factcheck,ESTADÃO,afirmacao_checada,154,,https://www.estadao.com.br/estadao-verifica/daniela-lima-promessa-lula-aeroportos-pobre-aviao-enganoso/
96eacf0e-924c-4f7c-82d0-01381b3f1b90,Saiba como pedir o reembolso de produtos Ypê suspensos pela Anvisa — Clientes devem preencher um formulário no site da empresa,1,NOTICIA_REAL,noticias_reais,CARTACAPITAL,titulo_resumo,126,2026-05-16,https://www.cartacapital.com.br/saude/saiba-como-pedir-o-reembolso-de-produtos-ype-suspensos-pela-anvisa/
11bd266f-2d24-4f5f-b658-ed9d451111b3,"Lindbergh pede ao STF que determine instalação da CPMI do Master — Em mandado de segurança, deputado do PT acusa Alcolumbre de omissão por não ter lido requerimento na última sessão conjunta.",1,NOTICIA_REAL,noticias_reais,CONGRESSO_EM_FOCO,titulo_resumo,191,2026-05-15,https://www.congressoemfoco.com.br/noticia/118920/lindbergh-pede-ao-stf-que-determine-instalacao-da-cpmi-do-master
4a1c1ce4-bd83-4823-ba01-b9142f94c36d,Conselho de Ética suspende três deputados por motim na Câmara,1,NOTICIA_REAL,noticias_reais,AGENCIA_BRASIL,titulo,61,2026-05-06,https://agenciabrasil.ebc.com.br/politica/noticia/2026-05/conselho-de-etica-suspende-tres-deputados-por-motim-na-camara
0ea3691e-bd09-4aba-b9bf-d39261ca4818,g1 publicou no X que Lulinha tem relação com Jair Bolsonaro,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,59,2026-02-27,https://www.aosfatos.org/noticias/falso-g1-associou-lulinha-a-bolsonaro-nas-redes/
e73e71f6-cce8-4454-b2e2-3c5fc02ecf2e,Lula acionou o STF para não devolver o dinheiro das vítimas da fraude no INSS,0,ENGANOSO,google_factcheck,AFP_CHECAMOS,afirmacao_checada,77,2025-06-18,https://checamos.afp.com/doc.afp.com.62X26WE
3cb97f3c-e145-4e5c-afd2-ab14042f51b9,Auxílio Brasil foi cancelado em prol de beneficiados pela Lei Rouanet,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,69,2024-03-07,https://www.aosfatos.org/noticias/falso-cortes-bolsa-familia-lei-rouanet/
3d994a93-9836-480b-92f4-a54c475d6f96,"Com juros altos, dívidas aumentam e exigem mais Desenrola, diz Boulos",1,NOTICIA_REAL,noticias_reais,AGENCIA_BRASIL,titulo,69,2026-05-12,https://agenciabrasil.ebc.com.br/politica/noticia/2026-05/com-juros-altos-dividas-aumentam-e-exigem-mais-desenrola-diz-boulos
0aefc2cf-8d23-49c9-9d5b-43464e068ea6,"Lula detalha encontro de 3 horas com Trump; reunião tratou de terras raras, tarifas, ONU, Irã e Cuba",1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,100,2026-05-07,https://g1.globo.com/mundo/ao-vivo/encontro-lula-trump-eua.ghtml
f1d5e66e-8b4d-4e25-ba81-f431760027c8,Trump impôs sanções que levaram Moraes a perder imóveis e dinheiro nos EUA,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,74,2025-04-04,https://www.aosfatos.org/noticias/trump-nao-impos-sancoes-aos-bens-de-alexandre-de-moraes-nos-eua/
6cb2c9ea-5dee-4d81-8f58-851aa5a6aa94,Ministro do TCU libera novos consignados do INSS até análise final de recurso do governo,1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,88,2026-05-08,https://g1.globo.com/economia/noticia/2026/05/08/tcu-libera-novos-consignados-do-inss-ate-analise-final-de-recurso-do-governo.ghtml
f525d4d1-55fa-4822-a858-4f671947cd39,"Líder do governo diz que Senado deve votar ainda em maio projeto das terras raras, assunto entre Lula e Trump",1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,109,2026-05-07,https://g1.globo.com/politica/noticia/2026/05/07/lider-do-governo-diz-que-senado-deve-votar-ainda-em-maio-projeto-das-terras-raras-assunto-entre-lula-e-trump.ghtml
cffad4d1-9dfc-4798-9fb5-4a907613022e,"“Por exemplo, nós chegamos agora no menor índice de desemprego desde 2015.”",1,GFC_VERDADEIRO,google_factcheck,AOS_FATOS,afirmacao_checada,75,2024-09-10,https://www.aosfatos.org/noticias/checamos-roda-viva-ricardo-nunes/
e82b80ea-ca9a-4ec4-a648-479a9dbf7063,"""Moraes dá 5 dias para Bolsonaro e governantes se manifestarem sobre população de rua”, “Moraes dá 120 dias para governo federal fazer diagnóstico da população em situação de rua”. O post é acompanhado por um emoji de um rosto pensativo.",0,ENGANOSO,google_factcheck,UOL_NOTÍCIAS,afirmacao_checada,237,,https://noticias.uol.com.br/comprova/ultimas-noticias/2023/08/02/post-faz-falsa-equivalencia-entre-decisoes-de-moraes.htm
dc7216ea-a529-481a-ace8-47be95e3ea63,Michelle Bolsonaro pretende alavancar candidaturas femininas no DF — Mulheres que representam os envolvidos no 8 de Janeiro contam com apoio da ex-primeira-dama na disputa por uma vaga no Congresso,1,NOTICIA_REAL,noticias_reais,VEJA_POLITICA,titulo_resumo,197,2026-05-16,https://veja.abril.com.br/politica/michelle-bolsonaro-pretende-alavancar-candidaturas-femininas-no-df/
ef678176-7761-4764-bcba-9ff5a7f551fb,Comparação entre inflação da Argentina e na Venezuela,0,FORA_DE_CONTEXTO,google_factcheck,ESTADÃO,afirmacao_checada,53,,https://www.estadao.com.br/estadao-verifica/postagem-que-compara-inflacao-na-venezuela-e-argentina-nao-leva-em-consideracao-historico-dos-paises/
0ee72e51-34d8-4fbc-93d6-fe83ab634266,"A crise do ""fica em casa"" [se] traduz em inflação e falta de alimentos",0,ENGANOSO,google_factcheck,UOL_NOTÍCIAS,afirmacao_checada,70,2021-10-08,https://noticias.uol.com.br/confere/ultimas-noticias/2021/10/07/para-justificar-crise-economica-bolsonaro-distorce-utilidade-de-isolamento.htm
ceacad82-1acf-42a5-9351-0c7ceb60c15d,"PGR denuncia Zema sob acusação de calúnia contra Gilmar Mendes — A PGR (Procuradoria-Geral da República) denunciou o ex-governador de Minas Gerais Romeu Zema (Novo), pré-candidato à Presidência da República, sob a acusação de calúnia no caso da série de vídeos contra o ministro do STF (Supremo Tribunal Federal) Gilmar Mendes . Leia mais (05/15/2026 - 19h37)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,359,2026-05-15,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/pgr-denuncia-zema-sob-acusacao-de-calunia-contra-gilmar-mendes.shtml
8a79f643-1feb-4e8c-a29e-783eba97f069,"Turbinada sob Castro, cidade de pré-candidato bolsonarista no RJ espera verba acertada com Paes",1,NOTICIA_REAL,noticias_reais,UOL_NOTICIAS,titulo,95,,https://www1.folha.uol.com.br/poder/2026/05/turbinada-sob-castro-cidade-de-pre-candidato-bolsonarista-no-rj-espera-verba-acertada-com-paes.shtml
b4c1ce0c-a64e-4b01-aae3-e1719a04ba0e,Governo quer aprovar aumento da mistura do biodiesel no diesel até o fim do ano; testes começam neste mês,1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,105,2026-05-08,https://g1.globo.com/economia/noticia/2026/05/08/governo-quer-aprovar-aumento-da-mistura-do-biodiesel-no-diesel-ate-o-fim-do-ano-testes-comecam-neste-mes.ghtml
024d6236-929d-454f-8e75-3a37ae51a718,"Tarcísio nunca disse nada contra as tentativas de golpe e volta a apoiar Bolsonaro com post de Trump — Tarcísio endossa post de Trump em apoio a Bolsonaro. Aproveitou polêmica para agradar o ex-presidente e deixa claro, de novo, sua afinidade",1,NOTICIA_REAL,noticias_reais,METROPOLES,titulo_resumo,242,2025-07-08,https://www.metropoles.com/blog-do-noblat/tarcisio-nunca-disse-nada-contra-as-tentativas-de-golpe-e-volta-a-apoiar-bolsonaro-com-post-de-trump
9cdc7a05-9e4c-4b48-8bdf-de8eb78583a0,"Em áudios, ministros Luís Roberto Barroso e Alexandre de Moraes lamentam sanções impostas pela Lei Magnitsky",0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,108,2025-08-07,https://www.aosfatos.org/noticias/sao-falsos-audios-atribuidos-aos-ministros-barroso-e-moraes-sobre-lei-magnitsky/
82bec226-83f9-4537-9ccb-6bbbeeecb26b,Estudo atesta que vacinas contra Covid-19 provocaram excesso de mortes ao redor do mundo,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,88,2024-06-17,https://www.aosfatos.org/noticias/falso-estudo-atesta-vacinas-covid-mortes-excesso/
804c3722-3e99-4093-97f6-d33a2bc5b34b,Urgente Congresso americano convidou o Eduardo Bolsonaro pra depor,0,FALSO,google_factcheck,AFP_CHECAMOS,afirmacao_checada,66,2025-10-01,https://checamos.afp.com/doc.afp.com.77E68CQ
eeeddf62-eba0-41c7-913f-ae91450fc4c7,Pfizer admite que funcionários receberam lote especial de vacina contra covid,0,FALSO,google_factcheck,UOL_NOTÍCIAS,afirmacao_checada,77,,https://noticias.uol.com.br/confere/ultimas-noticias/2023/08/16/pfizer-nao-disse-que-funcionarios-receberam-vacina-especial-contra-covid.htm
be18eaf6-33f4-44e3-8cc1-b52cbf882a8a,"Zé Gatinha, governador da Bahia apresenta mascote trans para incentivar vacinação do público LGBTQIA+. A novidade foi divulgada durante o lançamento do Programa Vacina Bahia, e contou com a presença do governador Jerônimo Rodrigues (PT)",0,FALSO,google_factcheck,UOL_NOTÍCIAS,afirmacao_checada,236,2023-03-08,https://noticias.uol.com.br/confere/ultimas-noticias/2023/03/08/governo-da-bahia-nao-criou-mascote-trans-ze-gatinha.htm
45575c18-29e2-44c2-b8e9-6474e30d6882,Áudio mostra Moraes ameaçando Hugo Motta e Davi Alcolumbre caso sejam pautados seu impeachment e anistia aos golpistas do 8 de Janeiro.,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,135,2025-08-12,https://www.aosfatos.org/noticias/e-falso-audio-atribuido-a-moraes-com-ameacas-a-motta-e-alcolumbre/
bc87b753-065d-4507-bc94-75a968f6e479,"Datafolha: 9 de 10 eleitores dizem não se arrepender de voto em Lula ou Bolsonaro em 2022 — Passados quase três anos e meio do segundo turno da eleição presidencial de 2022, a maioria absoluta dos eleitores afirma não se arrepender do voto dado naquele pleito. É o que mostra nova rodada de pesquisa Datafolha . Leia mais (05/16/2026 - 15h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,342,2026-05-16,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/datafolha-9-de-10-eleitores-dizem-nao-se-arrepender-de-voto-em-lula-ou-bolsonaro-em-2022.shtml
859ef61e-c557-446c-905c-1daae98e420f,Diretor da PF avisou logo cedo Alcolumbre da operação contra Ciro Nogueira,1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,74,2026-05-07,https://g1.globo.com/politica/blog/valdo-cruz/post/2026/05/07/diretor-da-pf-avisou-logo-cedo-alcolumbre-da-operacao-contra-ciro-nogueira.ghtml
f97fa85a-eec8-4aec-9630-2639d4f18739,Imprensa internacional aponta início de ditadura do TSE e do STF,0,ENGANOSO,google_factcheck,PROJETO_COMPROVA,afirmacao_checada,64,2022-11-11,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/nao-ha-registros-que-imprensa-internacional-repercutiu-suposta-ditadura-do-stf-e-do-tse/
54cbe6e5-5268-4dbb-975f-8d39cee3ef97,Deputado propõe tornar obrigatório atendimento humano em bancos — Projeto prevê opção presencial em agências e cria regras para suporte humano em plataformas digitais.,1,NOTICIA_REAL,noticias_reais,CONGRESSO_EM_FOCO,titulo_resumo,167,2026-05-15,https://www.congressoemfoco.com.br/noticia/118923/deputado-propoe-tornar-obrigatorio-atendimento-humano-em-bancos
c9f5c209-5876-4a0c-b753-04b223fba894,Lula comemora o 'inferno astral' de Flávio Bolsonaro e quer seguir com 'pacote de bondades',1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,91,2026-05-15,https://g1.globo.com/politica/blog/valdo-cruz/post/2026/05/15/depois-de-fase-de-perda-de-aprovacao-lula-comemora-o-inferno-astral-de-flavio-bolsonaro.ghtml
be32345c-45d1-4d86-b501-03885ca06df1,Novo diz que vídeo de Zema contra Flávio mostra que ele não é linha auxiliar do bolsonarismo — O vídeo de Romeu Zema (Novo-MG) com ataques a Flávio Bolsonaro ( PL -RJ) após a divulgação do áudio com Daniel Vorcaro passou pela cúpula do partido Novo . Leia mais (05/14/2026 - 15h32),1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,281,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/painel/2026/05/novo-diz-que-video-de-zema-contra-flavio-mostra-que-ele-nao-e-linha-auxiliar-do-bolsonarismo.shtml
be7a8900-a42e-4d14-b74d-429da7aa8061,Paraná Pesquisas mostra que Bolsonaro lidera disputa presidencial em todos os estados,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,85,2021-11-08,https://www.aosfatos.org/noticias/e-falso-que-pesquisa-mostra-que-bolsonaro-lidera-disputa-presidencial-em-todos-os-estados/
54fcb86b-2183-423a-821e-fd1f7f5ca28d,"Flávio fala em 'zero dinheiro público', mas produtora de filme tem elo com emendas e verba da Prefeitura de SP",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo,110,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/poder/2026/05/flavio-fala-em-zero-dinheiro-publico-mas-produtora-de-filme-tem-elo-com-emendas-e-verba-da-prefeitura-de-sp.shtml
0488b1b1-4be5-46b8-942e-4bf9cbf00a57,"Alcolumbre e Múcio se encontram um dia após constrangimento em posse do TSE — Um dia após o clima de constrangimento instalado no TSE (Tribunal Superior Eleitoral) entre o presidente Lula ( PT ) e o presidente do Senado , Davi Alcolumbre (União-AP), o ministro da defesa, José Múcio, se reuniu por horas com o senador na Residência Oficial do Senado. Leia mais (05/14/2026 - 06h00)",1,NOTICIA_REAL,noticias_reais,FOLHA_PODER,titulo_resumo,381,2026-05-14,https://redir.folha.com.br/redir/online/poder/rss091/*https://www1.folha.uol.com.br/colunas/painel/2026/05/alcolumbre-e-mucio-se-encontram-um-dia-apos-constrangimento-em-posse-do-tse.shtml
4c4f01e2-9a6a-4294-a063-95f7678bd653,"Reino Unido promete navios, jatos e drones para missão em Ormuz — Missão conta com a participação de mais de 40 nações e quer reabrir o estreito, fechado pelo Irã em represália à guerra",1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,185,2026-05-13,https://www.poder360.com.br/poder-internacional/reino-unido-promete-navios-jatos-e-drones-para-missao-em-ormuz/
dea45915-f6cb-4c15-8556-e603f81077a2,Lei 14.534/23 obriga atualização do CPF para receber benefícios federais,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,72,2024-01-05,https://www.aosfatos.org/noticias/falso-nova-lei-cpf-bolsa-familia/
ffd2e982-4f33-426d-8903-b1eedaedc018,As urnas eletrônicas não tem o certificado de qualidade do INMETRO,0,ENGANOSO,google_factcheck,AFP_CHECAMOS,afirmacao_checada,66,2022-02-10,https://checamos.afp.com/doc.afp.com.9ZG44W
39c75992-c30c-4762-9dac-1405370058b8,Experimento na Bahia criou supermosquito responsável pelo atual surto de dengue.,0,FALSO,google_factcheck,AOS_FATOS,afirmacao_checada,80,2024-02-20,https://www.aosfatos.org/noticias/falso-supermosquito-bahia-surto-dengue/
03e50864-75dc-4768-9abf-5be33e84e66a,"#NÃO É BEM ASSIM: Voos da FAB com apenas um passageiro foram investigados no governo Lula, mas também no governo Bolsonaro",1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,122,2026-05-08,https://g1.globo.com/fato-ou-fake/noticia/2026/05/08/nao-e-bem-assim-voos-da-fab-com-apenas-um-passageiro-foram-investigados-no-governo-lula-mas-tambem-no-governo-bolsonaro.ghtml
62746f28-4128-400b-a55c-01cf7cb6923c,Mário Frias contradiz Flávio Bolsonaro e afirma não haver um 'único centavo' de Vorcaro no filme sobre o ex-presidente,1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,118,2026-05-14,https://g1.globo.com/sp/sao-paulo/noticia/2026/05/14/mario-frias-nega-uso-de-dinheiro-de-vorcaro-em-filme-que-produz-sobre-a-vida-de-bolsonaro.ghtml
ed70d0fd-ca3c-4a8e-8034-e3c5b2f859a0,"Marçal, Hang e Flávio Bolsonaro promovem programa de resgate a saldo no CPF",0,FALSO,google_factcheck,AFP_CHECAMOS,afirmacao_checada,75,2024-10-17,https://checamos.afp.com/doc.afp.com.36KB4TN
59f64e6a-7813-4d00-ae9a-7b4b10bc4d5f,"PL lidera em candidatos competitivos para governador, dizem pesquisas — Partido de Flávio Bolsonaro tem 9 nomes em 1º lugar ou empatados nessa posição; PSD aparece na sequência, com 6 candidatos",1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,194,2026-05-16,https://www.poder360.com.br/poder-pesquisas/pl-lidera-em-candidatos-competitivos-para-governador-dizem-pesquisas/
db781c6f-7822-4ea8-8956-d05c47b4aa90,Estados Unidos anunciam nova caçada contra Alexandre de Moraes,0,FORA_DE_CONTEXTO,google_factcheck,ESTADÃO,afirmacao_checada,62,,https://www.estadao.com.br/estadao-verifica/estados-unidos-nova-sancoes-alexandre-de-moraes-enganoso/
43aad39e-a9c7-43c9-9500-f06d8a46edaa,Flávio Bolsonaro volta a fazer dancinha em SC — Senador repetiu performance já registrada em eventos do PL; pré-candidato quer suavizar a imagem pública da família Bolsonaro,1,NOTICIA_REAL,noticias_reais,PODER360,titulo_resumo,173,2026-05-10,https://www.poder360.com.br/poder-eleicoes/flavio-bolsonaro-volta-a-fazer-dancinha-em-sc/
f12ad364-91a7-40d2-8a18-795926973c8f,"Ciro Gomes confunde letra com símbolo do CV e pede prisão de apoiador — O fato inusitado ocorreu durante o lançamento da pré-candidatura de Ciro ao governo do Ceará, o ex-ministro se desculpou pela confusão",1,NOTICIA_REAL,noticias_reais,CORREIO_BRAZILIENSE,titulo_resumo,206,2026-05-16,https://www.correiobraziliense.com.br/politica/2026/05/7421316-ciro-gomes-confunde-letra-com-simbolo-do-cv-e-pede-prisao-de-apoiador.html
d0c33ec3-8cf7-4e0d-ab61-0a42c47ee65f,"“Só uma coincidência, o cara tava acompanhando Lula no Complexo do Alemão/ RJ , foi preso hoje na favela em SP após o ataque a Tarcísio”.",0,FALSO,google_factcheck,BOATOS.ORG,afirmacao_checada,137,2022-10-19,https://www.boatos.org/politica/presos-por-atentado-tarcisio-em-paraisopolis-estiveram-com-lula-no-complexo-do-alemao.html
46ddf06f-01cd-4c3b-8297-5f6b4e22ab6c,"Medo de violência política atinge 6 a cada 10 brasileiros, aponta estudo",1,NOTICIA_REAL,noticias_reais,G1_POLITICA,titulo,72,2026-05-11,https://g1.globo.com/politica/eleicoes/2026/noticia/2026/05/11/medo-de-violencia-politica-atinge-6-a-cada-10-brasileiros-aponta-estudo.ghtml
edb3b19a-adf9-44f8-ae5d-0bc94f8c22e0,Fernando Haddad fez apenas 2 meses de formação em Economia,0,FORA_DE_CONTEXTO,google_factcheck,AFP_CHECAMOS,afirmacao_checada,58,2022-12-15,https://checamos.afp.com/doc.afp.com.333Z23T
